"version","generated_at","figure","category","purpose","original_path","original_relative_path","fixed_path","fixed_relative_path","size_bytes","sha256","fixed_status","fixed_method","note"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.pdf","581266","CDD3F8D1AE143F2722E634007044E70575282CA17D6A4F9923B61942AEEF2B02","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_3_0_18_2026-02-10__postR_20260516_065323.png","222375","1ED5F6B56D7E6036DDDA056D7D3C642BA401B5A55F202DE565B317CD3883F93A","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.pdf","421010","0E320A20A61C757BAD05B083CE5C9C75CE860B6AC17329BB521DCC29C507661F","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__20260516_065305.png","532726","0559A5E978FEDBBF8EA57248344D5A53B760E917A56150905C3812032C830F0A","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.pdf","421010","0E320A20A61C757BAD05B083CE5C9C75CE860B6AC17329BB521DCC29C507661F","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_21_2026-02-11__postR_20260516_065323.png","532726","0559A5E978FEDBBF8EA57248344D5A53B760E917A56150905C3812032C830F0A","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.pdf","421010","9411E08E77EE36D34FF49ECD1B750ADA7DADCB1ABEB85ABEA254FB0EE8D2A712","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__20260516_065305.png","532726","0559A5E978FEDBBF8EA57248344D5A53B760E917A56150905C3812032C830F0A","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.pdf","421010","9411E08E77EE36D34FF49ECD1B750ADA7DADCB1ABEB85ABEA254FB0EE8D2A712","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_22_2026-02-12__postR_20260516_065323.png","532726","0559A5E978FEDBBF8EA57248344D5A53B760E917A56150905C3812032C830F0A","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.pdf","421010","1F057B9EBD8644CDB8ACF2757C15EE94D2749A6F9659355FE5114B79308E79BE","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__20260516_065305.png","532726","0559A5E978FEDBBF8EA57248344D5A53B760E917A56150905C3812032C830F0A","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.pdf","421010","1F057B9EBD8644CDB8ACF2757C15EE94D2749A6F9659355FE5114B79308E79BE","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7A_GSE146771_smartseq2_UMAP_celltype_v3_0_23_2026-02-12__postR_20260516_065323.png","532726","0559A5E978FEDBBF8EA57248344D5A53B760E917A56150905C3812032C830F0A","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.pdf","11932","BFC5299DDC334EE1CD23BFBBF1E2DB3C6D0D9D1DC696C66479CFDD509F9A87ED","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__20260516_065305.png","143133","3C06EA2A2B5AB7B9D20903CA10149787EF77AFA7448F48C0423D6E804E859B92","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.pdf","11932","BFC5299DDC334EE1CD23BFBBF1E2DB3C6D0D9D1DC696C66479CFDD509F9A87ED","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_2026-02-08__postR_20260516_065323.png","143133","3C06EA2A2B5AB7B9D20903CA10149787EF77AFA7448F48C0423D6E804E859B92","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__20260516_065305.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__20260516_065305.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__20260516_065305.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__20260516_065305.pdf","14311","FEDFF0519F1FF2096153B0D344DB2D99F7BDCF4E6211239EDB2D7575445E927B","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__postR_20260516_065323.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__postR_20260516_065323.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__postR_20260516_065323.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_16_2026-02-09__postR_20260516_065323.pdf","14311","FEDFF0519F1FF2096153B0D344DB2D99F7BDCF4E6211239EDB2D7575445E927B","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.pdf","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.pdf","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.pdf","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.pdf","14311","0A501C1B566C044E57BBED7D479AFD9C119B2ACADB4D5466F9CBFBAAA43C1E21","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
"v37.4_traceability_repair_after_empty_v37_3","2026-05-16T07:15:53","Figure_6","frozen_v37_2_copied_sources","Frozen copied/linked upstream sources from v37.2 traceability","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.png","7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.png","D:\SCI2\MD-1\MR_IL6R_CRC_project_template_v4\7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.png","7_Output\v37_3_hotfix_traceability\copied_or_linked_source_files\Figure_6\frozen_v37_2_copied_sources\Fig7B_GSE146771_10x_DotPlot_IL6axis_3_0_18_2026-02-10__20260516_065305.png","91700","D5D9B1CA3208517C01E3E6E7C05AF03F5EC94E088233D5EE813E9C49BF6200F1","fixed","copy","Matched 7_Output\v37_2_all_figures_source_traceability\copied_or_linked_source_files\Figure_6\*"
